title|year|rated|released|runtime|genres|director|actors|plot|languages|country|awards|imdbRating|rottenTomatoesRating|metaCriticRating|metascore|rating|type|boxoffice|production|Title|ReleaseDate|Genre|Rating|common_title|viewCount|favoriteCount|commentCount|likeCount|dislikeCount|movie_name|production_year|movie_odid|production_budget|domestic_box_office|international_box_office|rating|creative_type|source|production_method|genre|sequel|running_time
The Brothers Bloom|2008|PG-13|Fri Jun 19 2009 00:00:00 GMT-0400 (EDT)|114 min|Adventure; Comedy; Drama|Rian Johnson|Rachel Weisz; Adrien Brody; Mark Ruffalo; Rinko Kikuchi|Brothers - older Stephen and three years junior Bloom - have been con artists since they were kids Stephen is the mastermind for who the intricacy of the story used in the con is as important as the positive outcome of the swindle Bloom is the main character of Stephens stories the character he considers the anti-hero As adults they travel the world and never enlist the same people twice in their cons except for their consistent sidekick the mysterious and primarily silent Bang Bang a Japanese woman who just appeared in their lives one day and who has a penchant for blowing things up As Bloom hits his mid-thirties he wants to quit the business as he is losing his own identity to that of the characters he portrays he doesnt know anymore what is real and what is make-believe Stephen talks him into one last con the mark to be the eccentric lonely but beautiful New Jersey heiress Penelope Stamp Penelopes primary past-time in life is to as she calls it borrow hobbies: when she sees something she likes she learns how to do it solely through reading books As the brothers go through their final con on Penelope three main problems may occur to thwart the plan First the brothers former mentor and now arch enemy Diamond Dog may exact his long awaited revenge on the brothers Second Penelope may end up being more unpredictable than all their former marks And third Bloom who has let love slip by in his life may fall for Penelope But through the process no one ever really knows who is conning who|English; French; Czech; Japanese|USA|3 nominations|6.8/10|66%|55/100|55|6.8|movie|$3,479,844|Summit Entertainment|The Brothers Bloom|15-May-09|Adventure, Drama, Comedy, Romance|55|The Brothers Bloom|11155|0|0|8|0|The Brothers Bloom|2009|50520100|20000000|3531756|2000000|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Black Comedy|0|114
The Informers|2008|R|Fri Apr 24 2009 00:00:00 GMT-0400 (EDT)|98 min|Crime; Drama; Thriller|Gregor Jordan|Jon Foster; Billy Bob Thornton; Austin Nichols; Amber Heard|Loosely connected stories capture a week in LA in 1983 featuring movie executives rock stars a vampire and other morally challenged characters in adventures laced with sex drugs and violence|English|Germany; USA|N/A|5.0/10|12%|20/100|20|5|movie|N/A|Senator International|The Informers|24-Apr-09|Drama, Thriller, Crime|20|The Informers|294201|0|47|114|18|The Informers|2009|71140100|18000000|315000|0|R|Historical Fiction|Based on Fiction Book/Short Story|Live Action|Thriller/Suspense|0|
Me and Orson Welles|2008|PG-13|Fri Dec 18 2009 00:00:00 GMT-0500 (EST)|114 min|Comedy; Drama|Richard Linklater|Christian McKay; Zac Efron; Zoe Kazan; Megan Maczko|In November 1937 high school student and aspiring thespian Richard Samuels takes a day trip into New York City There he meets and begins a casual friendship with Gretta Adler their friendship based on a shared love and goal of a profession in the creative arts But also on this trip Richard stumbles across the Mercury Theatre and meets Orson Welles who based on an impromptu audition offers Richard an acting job as Lucius in his modern retelling of Julius Caesar which includes such stalwart Mercury Theatre players as Joseph Cotten and George Coulouris Despite others with official roles as producer John Houseman this production belongs to Welles the unofficial/official dictator In other words whatever Welles wants the cast and crew better deliver These requests include everything even those of a sexual nature Welles does not believe in conventions and will do whatever he wants which includes not having a fixed opening date although the unofficial opening date is in one weeks time In turn Welles realizes that his name will either be strengthened or ruined in the theater community by this production Richard is taken under the wing by the productions Jane-of-All-Trades Sonja Jones Known as the Ice Queen by the male cast Sonja deflects much of the unwanted sexual attention by jokingly implying that she and Richard are having a fling which Richard wants nothing more than to be the truth As the end of the week and opening night approaches Richard having seen Welles behavior has to decide if acting in this production is worth it at any cost|English|UK; USA; Isle Of Man|Nominated for 1 BAFTA Film Award Another 5 wins & 26 nominations|6.8/10|86%|73/100|73|6.8|movie|$1,070,524|Freestyle Releasing|Me and Orson Welles|25-Nov-09|Drama|73|Me and Orson Welles|64471|0|22|147|5|Me and Orson Welles|2009|110900100|25000000|1190003|0|PG-13|Historical Fiction|Based on Fiction Book/Short Story|Live Action|Drama|0|113
The Hurt Locker|2008|R|Fri Jul 31 2009 00:00:00 GMT-0400 (EDT)|131 min|Drama; History; Thriller|Kathryn Bigelow|Jeremy Renner; Anthony Mackie; Brian Geraghty; Guy Pearce|An intense portrayal of elite soldiers who have one of the most dangerous jobs in the world: disarming bombs in the heat of combat When a new sergeant James takes over a highly trained bomb disposal team amidst violent conflict he surprises his two subordinates Sanborn and Eldridge by recklessly plunging them into a deadly game of urban combat behaving as if hes indifferent to death As the men struggle to control their wild new leader the city explodes into chaos and James true character reveals itself in a way that will change each man forever|English; Arabic|USA|Won 6 Oscars Another 117 wins & 126 nominations|7.6/10|97%|94/100|94|7.6|movie|$15,700,000|Summit Entertainment|The Hurt Locker|26-Jun-09|Action, Drama, Thriller, War|94|The Hurt Locker|190422|0||||The Hurt Locker|2009|33690100|15000000|17017811|32876412|R|Contemporary Fiction|Original Screenplay|Live Action|Drama|0|130
17 Again|2009|PG-13|Fri Apr 17 2009 00:00:00 GMT-0400 (EDT)|102 min|Comedy; Drama; Family|Burr Steers|Zac Efron; Leslie Mann; Thomas Lennon; Matthew Perry|At 17 Mike ODonnell is on top of the world: hes the star of his high school basketball team is a shoo-in for a college scholarship and is dating his soul-mate Scarlet But at whats supposed to be his big game where a college scout is checking him out Scarlet reveals that shes pregnant Mike decides to leave the game and asks Scarlet to marry him which she does During their marriage Mike can only whine about the life he lost because he married her so she throws him out When he also loses his job he returns to the only place hes happy at his old high school While looking at his high school photo a janitor asks him if he wishes he could be 17 again and he says yes One night while driving he sees the janitor on a bridge ready to jump and goes after him When he returns to his friend Neds house where he has been staying he sees that he is 17 again He decides to take this opportunity to get the life he lost|English|USA|3 wins & 5 nominations|6.4/10|56%|48/100|48|6.4|movie|$64,087,443|New Line Cinema|17 Again|17-Apr-09|Drama, Comedy, Romance|48|17 Again|1015180|0|114|1980|102|17 Again|2009|7980100|40000000|64167069|75307837|PG-13|Fantasy|Original Screenplay|Live Action|Comedy|0|102
Aliens in the Attic|2009|PG|Fri Jul 31 2009 00:00:00 GMT-0400 (EDT)|86 min|Animation; Adventure; Comedy|John Schultz|Carter Jenkins; Austin Butler; Ashley Tisdale; Ashley Boettcher|Stuart Pearson heads with his family to spend a summer vacation in Creek Landing Michigan with his brother Nathan Pearson and his sons and their mother Rose in an old lake house they had rented When the television has trouble with the image Stuarts son Tom and the arrogant boyfriend of his sister Ricky Dillman go to the attic and then to the roof where Tom meets his cousin Jake and they find the antenna dish totally destroyed Sooner they discover four alien invaders that are preparing an invasion of the Earth that use a mind control weapon that only affects adults and they lock the quartet in the attic Now they need to a find a way to force the adults to leave the house and discover the vulnerability of the invaders to plot a defense plan to save our planet|English|USA; Canada|2 nominations|5.4/10|31%|42/100|42|5.4|movie|$24,967,943|20th Century Fox|Aliens in the Attic|31-Jul-09|Adventure, Sci-Fi, Fantasy, Family|42|Aliens in the Attic|1237994|0|361|1414|146|Aliens in the Attic|2009|21900100|45000000|25200412|34350871|PG|Science Fiction|Original Screenplay|Live Action|Adventure|0|85
Amelia|2009|PG|Fri Oct 23 2009 00:00:00 GMT-0400 (EDT)|111 min|Adventure; Biography; Drama|Mira Nair|Hilary Swank; Richard Gere; Ewan McGregor; Christopher Eccleston|Amelia Earhart a Kansas girl discovers the thrill of aviation at age 23 and within 12 years has progressed to winning the Distinguished Flying Cross for being the first woman to pilot a plane solo across the Atlantic Ocean At age 39 she sets out on an attempt to circumnavigate the globe an adventure that catapults her into aviation myth|English|USA; Canada|3 wins & 4 nominations|5.8/10|20%|37/100|37|5.8|movie|$14,195,118|Fox Searchlight Pictures|Amelia|23-Oct-09|Adventure, Biography, Drama, Romance|37|Amelia|1509201|0|441|1661|129|Amelia|2009|133430100|40000000|14279575|5476502|PG|Dramatization|Based on Fiction Book/Short Story|Live Action|Drama|0|111
12 Rounds|2009|PG-13|Fri Mar 27 2009 00:00:00 GMT-0400 (EDT)|108 min|Action; Crime; Thriller|Renny Harlin|John Cena; Aidan Gillen; Ashley Scott; Steve Harris|Uniformed New Orleans PD officer Danny Fisher earns his promotion to detective to his near-rather lucky albeit brave arrest of ruthless terrorist arms-dealer Miles Jackson whose girlfriend Erica Kessen got accidentally killed during the dirty FBI-operation Exactly a year later Miles has escaped and blows up Dannys house as foretaste of a Herculean race to accomplish twelve near-impossible tasks against the clock otherwise his kidnapped wife Molly will be killed Yet at the end another master-plan is suspected|English|USA|N/A|5.6/10|30%|38/100|38|5.6|movie|$12,200,000|20th Century Fox|12 Rounds|27-Mar-09|Action, Thriller, Crime|38|12 Rounds|996223|0|246|833|61|12 Rounds|2009|130680100|20000000|12234694|5071954|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Action|0|108
2012|2009|PG-13|Fri Nov 13 2009 00:00:00 GMT-0500 (EST)|158 min|Action; Adventure; Sci-Fi|Roland Emmerich|John Cusack; Amanda Peet; Chiwetel Ejiofor; Thandie Newton|Dr Adrian Helmsley part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms learns that the earths core is heating up He warns US President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the worlds population the entire race is doomed Meanwhile writer Jackson Curtis stumbles on the same information While the worlds leaders race to build arks to escape the impending cataclysm Curtis struggles to find a way to save his family Meanwhile volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world|English; French; Tibetan; Mandarin; Russian; Hindi; Portuguese; Latin; Italian; Spanish|USA|5 wins & 21 nominations|5.8/10|40%|49/100|49|5.8|movie|$166,112,167|Sony Pictures/Columbia|2012|13-Nov-09|Action, Adventure, Sci-Fi, Drama, Thriller|49|2012|1922449|0|1816|2497|430|2012|2009|133340100|200000000|166112167|622296372|PG-13|Science Fiction|Original Screenplay|Live Action|Action|0|158
Away We Go|2009|R|Fri Jun 26 2009 00:00:00 GMT-0400 (EDT)|98 min|Comedy; Drama; Romance|Sam Mendes|John Krasinski; Maya Rudolph; Carmen Ejogo; Catherine O'Hara|Burt Farlander and Verona De Tessant are a couple steeped in eccentricity and irregularity but are very much in love So when they find out that Verona is pregnant they seem to be taking it in their stride Verona is enjoying pregnancy Burt is already practicing skill that he believes a good father should have and they living in the same state as Burts parents Jerry and Gloria so that their prospective daughter can have grandparents However things are shaken up when Burt and Verona go to dinner at Jerry and Glorias house as Burts parents reveal a surprising piece of news They have decided to move to Antwerp in Belguim a month before the baby is due scuppering Burt and Veronas plans of having their childrens grandparents around Because Verona lost her parents when she was relatively young she finds this news very hard to take but the resilient couple quickly find a way to turn it in to a positive It becomes obvious that this is what the pair needed as they decide to embark on a search for the right place for them to raise their daughter They go to every place they can think of meeting family and friends along the way with laughter and sadness this is a road trip the couple will never forget|English|USA; UK|3 wins & 10 nominations|7.1/10|67%|58/100|58|7.1|movie|$9,400,000|Focus Features|Away We Go|5-Jun-09|Drama, Comedy, Romance|58|Away We Go|118626|0|31|200|13|Away We Go|2009|38170100|21000000|9451946|656070|R|Contemporary Fiction|Original Screenplay|Live Action|Comedy|0|98
All About Steve|2009|PG-13|Fri Sep 04 2009 00:00:00 GMT-0400 (EDT)|99 min|Comedy; Romance|Phil Traill|Sandra Bullock; Thomas Haden Church; Bradley Cooper; Ken Jeong|Mary Horowitz writes crossword puzzles for the Sacramento Herald Shes loquacious to a fault When kids at a career day make fun of her for being single she accepts a blind date with Steve the cameraman for a CNN-like news network Within minutes she decides hes the man for her Hes quickly put off by her constant verbiage and over-the-top advances he makes an off-hand remark about going on the road with her and splits Shes moonstruck writes a sappy crossword puzzle loses her job and decides to follow him as the news team crisscrosses the Southwest Steves team eggs her on Then she falls in a mine shaft and she and Steve become a story is it a love story?|English; Spanish; French; American Sign Language|USA|2 wins & 3 nominations|4.8/10|7%|17/100|17|4.8|movie|$33,806,061|20th Century Fox|All About Steve|4-Sep-09|Comedy|17|All About Steve|975503|0|341|802|83|All About Steve|2009|19950100|15000000|33862903|6264356|PG-13|Contemporary Fiction|Original Screenplay|Live Action|Romantic Comedy|0|99
