Title,ReleaseDate,Genre,Rating
Tyler Perry's Boo 2! A Madea Halloween,20-Oct-17,"Horror, Comedy",17
Dealt,20-Oct-17,"Biography, Documentary",66
Dealt,20-Oct-17,"Biography, Documentary",66
Only the Brave,20-Oct-17,"Biography, Drama",72
Tyler Perry's Boo 2! A Madea Halloween,20-Oct-17,"Horror, Comedy",17
Geostorm,20-Oct-17,"Action, Sci-Fi, Thriller",21
Only the Brave,20-Oct-17,"Biography, Drama",72
Tyler Perry's Boo 2! A Madea Halloween,20-Oct-17,"Horror, Comedy",17
Same Kind of Different as Me,20-Oct-17,Drama,49
Leatherface,20-Oct-17,"Thriller, Horror",40
Wonderstruck,20-Oct-17,"Drama, Mystery, Family",71
The Killing of a Sacred Deer,20-Oct-17,"Drama, Mystery, Thriller, Horror",73
The Square,27-Oct-17,"Drama, Comedy",72
Thank You for Your Service,27-Oct-17,"Biography, Drama, War",68
Suburbicon,27-Oct-17,"Drama, Mystery, Thriller, Comedy, Crime",42
Jigsaw,27-Oct-17,"Mystery, Thriller, Horror, Crime",39
Novitiate,27-Oct-17,Drama,73
All I See Is You,27-Oct-17,"Drama, Mystery",43
Mr. Roosevelt,27-Oct-17,Comedy,73
Amityville: The Awakening,28-Oct-17,"Thriller, Horror",42
A Bad Moms Christmas,1-Nov-17,"Action, Adventure, Comedy",42
A Bad Moms Christmas,1-Nov-17,"Action, Adventure, Comedy",42
Thor: Ragnarok,3-Nov-17,"Action, Adventure, Sci-Fi, Drama, Fantasy, Comedy",74
Thor: Ragnarok,3-Nov-17,"Action, Adventure, Sci-Fi, Drama, Fantasy, Comedy",74
Last Flag Flying,3-Nov-17,"Drama, Comedy, War",65
Lady Bird,3-Nov-17,"Drama, Comedy",94
Murder on the Orient Express,10-Nov-17,"Drama, Mystery, Crime",52
Murder on the Orient Express,10-Nov-17,"Drama, Mystery, Crime",52
Murder on the Orient Express,10-Nov-17,"Drama, Mystery, Crime",52
"Three Billboards Outside Ebbing, Missouri",10-Nov-17,"Drama, Comedy, Crime",88
Mayhem,10-Nov-17,"Action, Horror",62
Sweet Virginia,17-Nov-17,"Drama, Thriller",72
Justice League,17-Nov-17,"Action, Adventure, Sci-Fi, Fantasy",45
Wonder,17-Nov-17,"Drama, Family",66
"Roman J. Israel, Esq.",17-Nov-17,"Drama, Crime",58
Darkest Hour,22-Nov-17,"Biography, Drama, History, War",75
Coco,22-Nov-17,"Adventure, Mystery, Fantasy, Horror, Comedy, Music, Animation, Family, Musical",81
Darkest Hour,22-Nov-17,"Biography, Drama, History, War",75
The Man Who Invented Christmas,22-Nov-17,"Biography, Drama, Comedy",60
Call Me by Your Name,24-Nov-17,"Drama, Romance",93
Call Me by Your Name,24-Nov-17,"Drama, Romance",93
The Disaster Artist,1-Dec-17,"Biography, Drama, History, Comedy",76
The Shape of Water,1-Dec-17,"Adventure, Drama, Thriller, Fantasy, Horror, Romance, War",87
Wonder Wheel,1-Dec-17,Drama,45
Bullet Head,8-Dec-17,"Drama, Thriller, Crime",51
November Criminals,8-Dec-17,"Drama, Mystery, Crime",31
"I, Tonya",8-Dec-17,"Biography, Drama, Sport, Comedy",77
Just Getting Started,8-Dec-17,"Action, Comedy",21
Beyond Skyline,15-Dec-17,"Action, Adventure, Sci-Fi, Thriller, Horror",46
Star Wars: Episode VIII - The Last Jedi,15-Dec-17,"Action, Adventure, Sci-Fi, Fantasy",85
Star Wars: Episode VIII - The Last Jedi,15-Dec-17,"Action, Adventure, Sci-Fi, Fantasy",85
Ferdinand,15-Dec-17,"Adventure, Fantasy, Comedy, Animation, Family",58
Beyond Skyline,15-Dec-17,"Action, Adventure, Sci-Fi, Thriller, Horror",46
The Greatest Showman,20-Dec-17,"Biography, Drama, Romance, Musical",48
Jumanji: Welcome to the Jungle,20-Dec-17,"Action, Adventure, Fantasy, Comedy, Family",58
Jumanji: Welcome to the Jungle,20-Dec-17,"Action, Adventure, Fantasy, Comedy, Family",58
The Greatest Showman,20-Dec-17,"Biography, Drama, Romance, Musical",48
Pitch Perfect 3,22-Dec-17,"Comedy, Music",40
Hostiles,22-Dec-17,"Adventure, Drama, Western",65
Pitch Perfect 3,22-Dec-17,"Comedy, Music",40
Downsizing,22-Dec-17,"Sci-Fi, Drama, Comedy",63
Father Figures,22-Dec-17,Comedy,22
The Post,22-Dec-17,"Biography, Drama, History, Thriller",83
Bright,22-Dec-17,"Action, Sci-Fi, Thriller, Fantasy, Crime",29
Crooked House,22-Dec-17,"Drama, Mystery, Crime",59
Hostiles,22-Dec-17,"Adventure, Drama, Western",65
Phantom Thread,25-Dec-17,"Drama, Romance, Crime",90
All the Money in the World,25-Dec-17,"Biography, Drama, History, Mystery, Thriller, Crime",72
Phantom Thread,25-Dec-17,"Drama, Romance, Crime",90
The Green Fog,4-Jan-18,Mystery,79
Insidious: The Last Key,5-Jan-18,"Drama, Mystery, Thriller, Horror",49
Paddington 2,12-Jan-18,"Adventure, Fantasy, Comedy, Animation, Family",88
Small Town Crime,19-Jan-18,"Mystery, Thriller, Crime",68
Mary and The Witch's Flower,19-Jan-18,"Adventure, Fantasy, Animation, Family",73
Maze Runner: The Death Cure,26-Jan-18,"Action, Sci-Fi, Thriller",51
Maze Runner: The Death Cure,26-Jan-18,"Action, Sci-Fi, Thriller",51
The Cage Fighter,2-Feb-18,"Action, Drama, Documentary",71
The Cloverfield Paradox,4-Feb-18,"Action, Adventure, Sci-Fi, Mystery, Thriller, Horror",37
Double Lover,14-Feb-18,"Drama, Thriller, Romance",70
Early Man,16-Feb-18,"Adventure, Fantasy, Comedy, Animation, Family",68
The Lullaby,2-Mar-18,Horror,48
The Leisure Seeker,9-Mar-18,"Adventure, Drama, Comedy, Romance",46
The Strangers: Prey at Night,9-Mar-18,Horror,49
A Wrinkle in Time,9-Mar-18,"Adventure, Sci-Fi, Fantasy, Family",53
The Outsider,9-Mar-18,"Drama, Mystery, Thriller, Crime",30
I Can Only Imagine,16-Mar-18,"Drama, Family",27
