Runtime,Production Budget,Domestic Total Gross,title,Genre,Distributor,MPAA Rating,Release Date
1 hrs. 25 min.,N/A,"$3,696,196 ",Searching for Sugar Man ,Documentary,Sony Classics,PG-13,27-Jul-12
1 hrs. 34 min.,$10 million,"$7,078,738 ",Seeking a Friend for the End of the World ,Comedy / Drama,Focus Features,R,22-Jun-12
1 hrs. 49 min.,$15 million,"$15,024,049 ",Seven Psychopaths ,Action Comedy,CBS Films,R,12-Oct-12
1 hrs. 25 min.,N/A,"$12,754,783 ",Silent House ,Horror,Open Road Films,R,9-Mar-12
2 hrs. 2 min.,$21 million,"$132,092,958 ",Silver Linings Playbook ,Comedy,Weinstein Company,R,16-Nov-12
1 hrs. 43 min.,N/A,"$47,718 ",Sing Your Song ,Documentary,S2BN Films,Unrated,13-Jan-12
1 hrs. 50 min.,$3 million,"$48,086,903 ",Sinister ,Horror,Lionsgate/Summit,R,12-Oct-12
2 hrs. 23 min.,$200 million,"$304,360,277 ",Skyfall ,Action,Sony / Columbia,PG-13,9-Nov-12
1 hrs. 25 min.,N/A,"$376,597 ",Smashed ,Comedy / Drama,Sony Classics,R,12-Oct-12
1 hrs. 25 min.,N/A,"$408,015 ",Sound of My Voice ,Drama,Fox Searchlight,R,27-Apr-12
1 hrs. 30 min.,N/A,"$132,596 ",Stolen ,Documentary,International Film Circuit,Unrated,19-Apr-06
1 hrs. 26 min.,N/A,"$53,953 ",Surviving Progress ,Documentary,First Run,Unrated,6-Apr-12
1 hrs. 56 min.,N/A,"$1,239,692 ",Take This Waltz ,Drama,Magnolia,R,29-Jun-12
1 hrs. 31 min.,$45 million,"$139,854,287 ",Taken 2 ,Action,Fox,PG-13,5-Oct-12
1 hrs. 46 min.,$50 million,"$218,815,487 ",Ted ,Comedy,Universal,R,29-Jun-12
1 hrs. 54 min.,$70 million,"$36,931,089 ",That's My Boy ,Comedy,Sony / Columbia,R,15-Jun-12
1 hrs. 37 min.,N/A,"$28,102 ",The Ambassador ,Documentary,Drafthouse,Unrated,29-Aug-12
1 hrs. 24 min.,N/A,"$30,668 ",The Bay ,Horror Thriller,Roadside Attractions,R,2-Nov-12
1 hrs. 58 min.,$10 million,"$46,412,041 ",The Best Exotic Marigold Hotel ,Comedy / Drama,Fox Searchlight,PG-13,4-May-12
1 hrs. 37 min.,N/A,"$86,907,746 ",The Campaign ,Comedy,Warner Bros.,R,10-Aug-12
1 hrs. 21 min.,N/A,"$6,842,058 ",The Collection ,Horror Thriller,LD Entertainment,R,30-Nov-12
1 hrs. 41 min.,N/A,"$63,595 ",The Details ,Comedy,Radius-TWC,R,2-Nov-12
1 hrs. 27 min.,"$1,000,000 ","$53,261,944 ",The Devil Inside ,Horror,Paramount,R,6-Jan-12
1 hrs. 39 min.,N/A,"$50,292 ",The Fitzgerald Family Christmas ,Drama,Tribeca Film,PG-13,7-Dec-12
2 hrs. 21 min.,N/A,"$311,434 ",The Flowers of War ,Historical Drama,Wrekin Hill,R,20-Jan-12
1 hrs. 47 min.,N/A,"$19,019,882 ",The Impossible ,Drama,Lionsgate/Summit,PG-13,21-Dec-12
1 hrs. 39 min.,N/A,"$898,317 ",The Imposter ,Documentary,Indomina Media,Unrated,13-Jul-12
1 hrs. 33 min.,N/A,"$71,968 ",The Invisible War ,Documentary,Cinedigm Entertainment,Unrated,22-Jun-12
1 hrs. 41 min.,N/A,"$60,457,138 ",The Lucky One ,Romance,Warner Bros.,PG-13,20-Apr-12
1 hrs. 36 min.,$15 million,"$15,634,090 ",The Man with the Iron Fists ,Action / Adventure,Universal,R,2-Nov-12
2 hrs. 17 min.,N/A,"$16,377,274 ",The Master ,Drama,Weinstein Company,R,14-Sep-12
1 hrs. 30 min.,N/A,"$366,377 ",The Oranges ,Comedy / Drama,ATO Pictures,R,5-Oct-12
1 hrs. 47 min.,N/A,"$693,286 ",The Paperboy ,Thriller,Millennium Ent.,R,5-Oct-12
1 hrs. 43 min.,N/A,"$17,742,948 ",The Perks of Being a Wallflower ,Drama,Lionsgate/Summit,PG-13,21-Sep-12
1 hrs. 40 min.,N/A,"$2,401,999 ",The Queen of Versailles ,Documentary,Magnolia,PG,20-Jul-12
1 hrs. 41 min.,N/A,"$4,105,187 ",The Raid: Redemption ,Foreign / Action,Sony Classics,R,23-Mar-12
1 hrs. 43 min.,$26 million,"$16,008,272 ",The Raven ,Thriller,Relativity,R,27-Apr-12
1 hrs. 34 min.,N/A,"$19,202,743 ",The Secret World of Arrietty ,Animation,Buena Vista,G,17-Feb-12
1 hrs. 38 min.,N/A,"$6,002,451 ",The Sessions ,Drama,Fox Searchlight,R,19-Oct-12
1 hrs. 32 min.,$30 million,"$44,338,224 ",The Three Stooges ,Comedy,Fox,PG,13-Apr-12
1 hrs. 44 min.,$30 million,"$125,014,030 ",The Vow ,Drama,Sony / Screen Gems,PG-13,10-Feb-12
1 hrs. 21 min.,N/A,"$244,951 ",The Waiting Room ,Documentary,International Film Circuit,Unrated,26-Sep-12
1 hrs. 42 min.,$68 million,"$35,353,000 ",The Watch ,Comedy,Fox,R,27-Jul-12
1 hrs. 35 min.,N/A,"$54,333,290 ",The Woman in Black ,Horror Thriller,CBS Films,PG-13,3-Feb-12
1 hrs. 23 min.,N/A,"$113,800 ",The Woman in the Fifth ,Thriller,ATO Pictures,R,15-Jun-12
1 hrs. 36 min.,$6 million,"$11,494,838 ",The Words ,Drama,CBS Films,PG-13,7-Sep-12
2 hrs. 2 min.,$12 million,"$91,547,205 ",Think Like a Man ,Comedy,Sony / Screen Gems,PG-13,20-Apr-12
2 hrs. 13 min.,$35 million,"$67,544,505 ",This Is 40 ,Comedy,Universal,R,21-Dec-12
1 hrs. 37 min.,$65 million,"$54,760,791 ",This Means War ,Action,Fox,PG-13,17-Feb-12
1 hrs. 58 min.,N/A,"$143,979 ",This Must Be the Place ,Comedy / Drama,Weinstein Company,R,2-Nov-12
1 hrs. 35 min.,N/A,"$16,685,867 ",To Rome with Love ,Comedy,Sony Classics,R,22-Jun-12
1 hrs. 53 min.,$65 million,"$119,394,840 ",Total Recall ,Sci-Fi Action,Sony / Columbia,R,1-Jun-90
1 hrs. 51 min.,N/A,"$35,763,137 ",Trouble with the Curve ,Drama,Warner Bros.,PG-13,21-Sep-12
1 hrs. 51 min.,N/A,"$154,189 ",Unforgivable ,Foreign,Strand,Unrated,29-Jun-12
1 hrs. 20 min.,N/A,"$44,830 ",Union Square ,Comedy,Dada Films,Unrated,13-Jul-12
1 hrs. 50 min.,N/A,"$12,728 ",Virginia ,Drama,Entertainment One,R,18-May-12
1 hrs. 58 min.,N/A,"$583,455 ",W.E. ,Historical Drama,Weinstein Company,R,3-Feb-12
1 hrs. 38 min.,N/A,"$17,450,535 ",Wanderlust ,Comedy,Universal,R,24-Feb-12
1 hrs. 45 min.,N/A,"$548,115 ",We Have a Pope ,Foreign,IFC,Unrated,6-Apr-12
2 hrs. 27 min.,N/A,"$310,154 ",West of Memphis ,Documentary,Sony Classics,R,25-Dec-12
1 hrs. 50 min.,$40 million,"$41,152,203 ",What to Expect When You're Expecting ,Romantic Comedy,Lionsgate,PG-13,18-May-12
1 hrs. 50 min.,N/A,"$531,997 ",Where Do We Go Now? ,Foreign,Sony Classics,PG-13,11-May-12
2 hrs. 1 min.,N/A,"$5,310,554 ",Won't Back Down ,Drama,Fox,PG,28-Sep-12
1 hrs. 39 min.,$150 million,"$83,670,083 ",Wrath of the Titans ,Fantasy,Warner Bros.,PG-13,30-Mar-12
1 hrs. 48 min.,$165 million,"$189,422,889 ",Wreck-It Ralph ,Animation,Buena Vista,PG,2-Nov-12
1 hrs. 30 min.,N/A,"$1,636,190 ",Your Sister's Sister ,Comedy / Drama,IFC,R,15-Jun-12
2 hrs. 37 min.,$40 million,"$95,720,716 ",Zero Dark Thirty ,Thriller,Sony / Columbia,R,19-Dec-12
1 hrs. 49 min.,$61 million,"$75,612,460 ",2 Guns ,Action Comedy,Universal,R,2-Aug-13
2 hrs. 13 min.,$20 million,"$56,671,993 ",12 Years a Slave ,Drama,Fox Searchlight,R,18-Oct-13
1 hrs. 30 min.,N/A,"$4,946,445 ",20 Feet from Stardom ,Documentary,Radius-TWC,PG-13,14-Jun-13
1 hrs. 33 min.,$13 million,"$25,682,380 ",21 and Over ,Comedy,Relativity,R,1-Mar-13
1 hrs. 21 min.,N/A,"$4,175 ",3 Geezers! ,Comedy,Unknown,Unrated,22-May-13
2 hrs. 8 min.,$40 million,"$95,020,213 ",42 ,Sports Drama,Warner Bros.,PG-13,12-Apr-13
2 hrs. 7 min.,$175 million,"$38,362,475 ",47 Ronin ,Action Drama,Universal,PG-13,25-Dec-13
1 hrs. 28 min.,N/A,"$175,705 ",A.C.O.D. ,Comedy,The Film Arcade,PG-13,4-Oct-13
1 hrs. 57 min.,$13 million,"$18,007,317 ",Admission ,Comedy / Drama,Focus Features,PG-13,22-Mar-13
1 hrs. 40 min.,$130 million,"$60,522,097 ",After Earth ,Sci-Fi,Sony / Columbia,PG-13,31-May-13
1 hrs. 31 min.,N/A,"$58,510 ",Aftershock ,Horror,Radius-TWC,R,10-May-13
1 hrs. 30 min.,N/A,"$396,519 ",Ain't Them Bodies Saints ,Western,IFC,R,16-Aug-13
1 hrs. 40 min.,N/A,"$6,263,670 ",All Is Lost ,Drama,Roadside Attractions,PG-13,18-Oct-13
2 hrs. 18 min.,$40 million,"$150,117,807 ",American Hustle ,Drama,Sony / Columbia,R,13-Dec-13
1 hrs. 59 min.,$50 million,"$125,168,368 ",Anchorman 2: The Legend Continues ,Comedy,Paramount,PG-13,18-Dec-13
1 hrs. 45 min.,N/A,"$380,594 ",At Any Price ,Adventure,Sony Classics,R,24-Apr-13
1 hrs. 40 min.,N/A,"$207,853 ",Arthur Newman ,Romantic Comedy,Cinedigm Entertainment,R,26-Apr-13
2 hrs. 10 min.,N/A,"$37,738,810 ",August: Osage County ,Comedy / Drama,Weinstein Company,R,27-Dec-13
1 hrs. 36 min.,N/A,"$21,569,509 ",Baggage Claim ,Romantic Comedy,Fox Searchlight,PG-13,27-Sep-13
1 hrs. 49 min.,$20 million,"$8,888,355 ",Battle of the Year ,Drama,Sony / Screen Gems,PG-13,20-Sep-13
1 hrs. 26 min.,N/A,"$55,835 ",Beautiful Creatures ,Unknown,Focus Features,R,6-Apr-01
1 hrs. 48 min.,N/A,"$8,114,627 ",Before Midnight ,Drama,Sony Classics,R,24-May-13
2 hrs. 2 min.,$17 million,"$70,525,195 ",The Best Man Holiday ,Comedy / Drama,Universal,R,15-Nov-13
1 hrs. 59 min.,N/A,"$31,433 ",Beyond the Farthest Star ,Drama,Gathr Films,PG-13,18-Oct-13
1 hrs. 21 min.,N/A,"$37,466 ",Big Sur ,Drama,Ketchup Entertainment,R,1-Nov-13
1 hrs. 29 min.,$35 million,"$21,819,348 ",The Big Wedding ,Romantic Comedy,Lionsgate,R,26-Apr-13
1 hrs. 32 min.,$17.5 million,"$7,018,189 ",Black Nativity ,Musical,Fox Searchlight,PG,27-Nov-13
1 hrs. 23 min.,N/A,"$2,073,582 ",Blackfish ,Documentary,Magnolia,PG-13,19-Jul-13
1 hrs. 30 min.,N/A,"$5,845,732 ",The Bling Ring ,Crime,A24,R,14-Jun-13
1 hrs. 33 min.,N/A,"$93,995 ",Blue Caprice ,Drama,IFC,R,13-Sep-13
1 hrs. 38 min.,N/A,"$33,405,481 ",Blue Jasmine ,Comedy,Sony Classics,PG-13,26-Jul-13
1 hrs. 30 min.,N/A,"$258,384 ",Blue Ruin ,Thriller,Radius-TWC,R,25-Apr-14
2 hrs. 11 min.,N/A,"$21,488,481 ",The Book Thief ,Drama,Fox,PG-13,8-Nov-13
1 hrs. 41 min.,N/A,"$6,997 ",The Brass Teapot ,Fantasy Comedy,Magnolia,R,5-Apr-13
1 hrs. 38 min.,N/A,"$89,661 ",Breathe In ,Drama,Cohen Media Group,R,28-Mar-14
1 hrs. 49 min.,$35 million,"$19,701,164 ",Broken City ,Crime Thriller,Fox,R,18-Jan-13
1 hrs. 31 min.,N/A,"$9,489,829 ",Bullet to the Head ,Action Thriller,Warner Bros.,R,1-Feb-13
1 hrs. 32 min.,N/A,"$55,301 ",C.O.G. ,Comedy,Screen Media,R,20-Sep-13
1 hrs. 35 min.,$13 million,"$51,872,378 ",The Call ,Thriller,TriStar,R,15-Mar-13
1 hrs. 39 min.,N/A,"$56,825 ",The Canyons ,Romantic Thriller,IFC,R,2-Aug-13
2 hrs. 14 min.,$55 million,"$107,100,855 ",Captain Phillips ,Drama,Sony / Columbia,PG-13,11-Oct-13
1 hrs. 38 min.,N/A,"$33,800,000 ",Carrie ,Horror,United Artists,R,3-Nov-76
1 hrs. 41 min.,N/A,"$40,400 ",CBGB ,Music Drama,Xlrator Media,R,4-Oct-13
1 hrs. 43 min.,N/A,"$11,650 ",Charlie Countryman ,Drama,Millennium Ent.,R,15-Nov-13
1 hrs. 35 min.,$78 million,"$119,793,567 ",Cloudy with a Chance of Meatballs 2 ,Animation,Sony / Columbia,PG,27-Sep-13
2 hrs. 5 min.,N/A,"$5,133,027 ",The Company You Keep ,Thriller,Sony Classics,R,5-Apr-13
1 hrs. 32 min.,N/A,"$102,041 ",Computer Chess ,Comedy,Kino Lorber,Unrated,17-Jul-13
1 hrs. 36 min.,N/A,"$42,606 ",Concussion ,Drama,Radius-TWC,R,4-Oct-13
1 hrs. 52 min.,$20 million,"$137,400,141 ",The Conjuring ,Horror,Warner Bros. (New Line),R,19-Jul-13
1 hrs. 24 min.,N/A,"$4,105 ",Contracted ,Horror Thriller,IFC,Unrated,22-Nov-13
1 hrs. 57 min.,$25 million,"$16,973,715 ",The Counselor ,Thriller,Fox,R,25-Oct-13
1 hrs. 38 min.,$135 million,"$187,168,425 ",The Croods ,Animation,Fox,PG,22-Mar-13
1 hrs. 22 min.,N/A,"$200,036 ",Cutie and the Boxer ,Documentary,Radius-TWC,R,16-Aug-13
1 hrs. 57 min.,$5 million,"$27,298,285 ",Dallas Buyers Club ,Drama,Focus Features,R,1-Nov-13
1 hrs. 37 min.,$3.5 million,"$17,418,667 ",Dark Skies ,Thriller,Weinstein / Dimension,PG-13,22-Feb-13
1 hrs. 46 min.,N/A,"$5,750 ",A Dark Truth ,Action Thriller,Magnolia,R,4-Jan-13
1 hrs. 50 min.,N/A,"$10,895,295 ",Dead Man Down ,Thriller,FilmDistrict,R,8-Mar-13
1 hrs. 38 min.,$76 million,"$368,061,265 ",Despicable Me 2 ,Animation,Universal,PG,3-Jul-13
1 hrs. 55 min.,N/A,"$1,436,900 ",Disconnect ,Drama,LD Entertainment,R,12-Apr-13
1 hrs. 30 min.,N/A,"$384,473 ",Dirty Wars ,Documentary,IFC,Unrated,7-Jun-13
1 hrs. 30 min.,$3 million,"$24,477,704 ",Don Jon ,Comedy,Relativity,R,27-Sep-13
1 hrs. 45 min.,N/A,"$61,018 ",Don't Stop Believin': Everyman's Journey ,Documentary,Cinedigm Entertainment,R,8-Mar-13
1 hrs. 30 min.,N/A,"$343,341 ",Drinking Buddies ,Comedy / Drama,Magnolia,R,23-Aug-13
1 hrs. 49 min.,$115 million,"$93,050,117 ",Elysium ,Sci-Fi,TriStar,R,9-Aug-13
1 hrs. 38 min.,N/A,"$3,346,265 ",Emperor ,War Drama,Roadside Attractions,PG-13,8-Mar-13
1 hrs. 54 min.,$110 million,"$61,737,191 ",Ender's Game ,Sci-Fi,Lionsgate/Summit,PG-13,1-Nov-13
1 hrs. 31 min.,N/A,"$104,810 ",The English Teacher ,Comedy / Drama,Cinedigm Entertainment,R,17-May-13
1 hrs. 33 min.,N/A,"$17,550,872 ",Enough Said ,Comedy,Fox Searchlight,PG-13,18-Sep-13
1 hrs. 42 min.,$100 million,"$107,518,682 ",Epic ,Animation,Fox,PG,24-May-13
1 hrs. 56 min.,N/A,"$25,135,965 ",Escape Plan ,Action Thriller,Lionsgate/Summit,R,18-Oct-13
1 hrs. 30 min.,N/A,"$125,687 ",Europa Report ,Sci-Fi Thriller,Magnolia,PG-13,2-Aug-13
1 hrs. 32 min.,N/A,"$350,006 ",The Face of Love ,Drama,IFC,PG-13,7-Mar-14
2 hrs. 4 min.,$28 million,"$3,255,008 ",The Fifth Estate ,Drama,Buena Vista,R,18-Oct-13
1 hrs. 23 min.,N/A,"$5,788 ",Five Dances ,Drama,Paladin,Unrated,4-Oct-13
1 hrs. 26 min.,N/A,"$4,069,826 ",Frances Ha ,Comedy / Drama,IFC,R,17-May-13
1 hrs. 30 min.,$55 million,"$55,750,480 ",Free Birds ,Animation,Relativity,PG,1-Nov-13
1 hrs. 48 min.,$150 million,"$400,738,009 ",Frozen ,Animation,Buena Vista,PG,22-Nov-13
1 hrs. 30 min.,N/A,"$16,101,339 ",Fruitvale Station ,Drama,Weinstein Company,R,12-Jul-13
1 hrs. 39 min.,$130 million,"$122,523,060 ",G.I. Joe: Retaliation ,Action,Paramount,PG-13,28-Mar-13
1 hrs. 53 min.,$60 million,"$46,000,903 ",Gangster Squad ,Crime Drama,Warner Bros.,R,11-Jan-13
1 hrs. 46 min.,N/A,"$849,521 ",Generation Iron ,Documentary,The Vladar Company,PG-13,20-Sep-13
1 hrs. 43 min.,N/A,"$1,378,591 ",Girl Most Likely ,Comedy,Roadside Attractions,PG-13,19-Jul-13
1 hrs. 26 min.,N/A,"$45,350 ",A Glimpse Inside the Mind of Charles Swan III ,Comedy,A24,R,8-Feb-13
1 hrs. 37 min.,$92 million,"$67,349,198 ",A Good Day to Die Hard ,Action,Fox,R,14-Feb-13
1 hrs. 42 min.,N/A,"$2,507,201 ",Grace Unplugged ,Music Drama,Roadside Attractions,PG,4-Oct-13
1 hrs. 31 min.,$100 million,"$274,092,705 ",Gravity ,Sci-Fi Thriller,Warner Bros.,PG-13,4-Oct-13
2 hrs. 24 min.,N/A,"$20,563,273 ",The Great Gatsby ,Period Drama,Paramount,PG,28-Mar-74
1 hrs. 40 min.,$5 million,"$7,192,291 ",The Green Inferno ,Horror,BH Tilt,R,25-Sep-15
1 hrs. 39 min.,N/A,"$11,157 ",Greetings from Tim Buckley ,Drama,Tribeca Film,Unrated,3-May-13
1 hrs. 41 min.,$80 million,"$133,668,525 ",Grown Ups 2 ,Comedy,Sony / Columbia,PG-13,12-Jul-13
1 hrs. 53 min.,$40 million,"$29,807,260 ",Grudge Match ,Sports Comedy,Warner Bros.,PG-13,25-Dec-13
1 hrs. 40 min.,$103 million,"$112,200,072 ",The Hangover Part III ,Comedy,Warner Bros.,R,23-May-13
1 hrs. 20 min.,$2.5 million,"$40,041,683 ",A Haunted House ,Comedy,Open Road Films,R,11-Jan-13
1 hrs. 57 min.,$43 million,"$159,582,188 ",The Heat ,Comedy,Fox,R,28-Jun-13
1 hrs. 33 min.,N/A,"$8,785 ",Hell Baby ,Horror Comedy,Millennium Ent.,R,6-Sep-13
2 hrs. 41 min.,N/A,"$258,366,855 ",The Hobbit: The Desolation of Smaug ,Fantasy,Warner Bros. (New Line),PG-13,13-Dec-13
1 hrs. 53 min.,N/A,"$2,861,020 ",Home Run ,Sports Drama,Samuel Goldwyn,PG-13,19-Apr-13
1 hrs. 50 min.,$22 million,"$20,158,898 ",Homefront ,Action Thriller,Open Road Films,R,27-Nov-13
1 hrs. 58 min.,N/A,"$2,201,923 ",The Host ,Foreign / Horror,Magnolia,R,9-Mar-07
2 hrs. 26 min.,$130 million,"$424,668,047 ",The Hunger Games: Catching Fire ,Action / Adventure,Lionsgate,PG-13,22-Nov-13
1 hrs. 30 min.,N/A,"$81,497 ",I Am Divine ,Documentary,The Film Collaborative,Unrated,11-Oct-13
1 hrs. 46 min.,N/A,$809 ,I Spit on Your Grave 2 ,Horror,Anchor Bay Films,R,20-Sep-13
1 hrs. 30 min.,N/A,"$22,214 ",I Used to Be Darker ,Drama,Strand,Unrated,27-Sep-13
1 hrs. 51 min.,$35 million,"$134,506,920 ",Identity Thief ,Comedy,Universal,R,8-Feb-13
1 hrs. 24 min.,N/A,"$228,004 ",InAPPropriate Comedy ,Comedy,Freestyle Releasing,R,22-Mar-13
1 hrs. 40 min.,$30 million,"$22,537,881 ",The Incredible Burt Wonderstone ,Comedy,Warner Bros. (New Line),PG-13,15-Mar-13
1 hrs. 25 min.,N/A,"$1,205,273 ",Inequality for All ,Documentary,Radius-TWC,PG,27-Sep-13
1 hrs. 45 min.,N/A,"$13,235,319 ",Inside Llewyn Davis ,Comedy / Drama,CBS Films,R,6-Dec-13
1 hrs. 59 min.,$58 million,"$44,672,764 ",The Internship ,Comedy,Fox,PG-13,7-Jun-13
2 hrs. 9 min.,$200 million,"$409,013,994 ",Iron Man 3 ,Action / Adventure,Buena Vista,PG-13,3-May-13
1 hrs. 28 min.,N/A,"$60,818 ",It's a Disaster ,Comedy,Oscilloscope Pictures,R,12-Apr-13
1 hrs. 54 min.,$195 million,"$65,187,603 ",Jack the Giant Slayer ,Adventure,Warner Bros. (New Line),PG-13,1-Mar-13
1 hrs. 33 min.,$15 million,"$102,003,019 ",Jackass Presents: Bad Grandpa ,Comedy,Paramount,R,25-Oct-13
1 hrs. 44 min.,N/A,"$1,061 ",Java Heat ,Action,IFC,R,10-May-13
2 hrs. 2 min.,N/A,"$14,836 ",Jayne Mansfield's Car ,Drama,Anchor Bay Films,R,13-Sep-13
2 hrs. 2 min.,$12 million,"$16,131,410 ",Jobs ,Drama,Open Road Films,PG-13,16-Aug-13
1 hrs. 39 min.,N/A,"$141,951 ",John Dies at the End ,Fantasy Comedy,Magnolia,R,25-Jan-13
1 hrs. 47 min.,N/A,"$19,319,254 ",Joe ,Drama / Thriller,Cannon Films,R,15-Jul-70
1 hrs. 15 min.,N/A,"$32,244,051 ",Kevin Hart: Let Me Explain ,Concert,Lionsgate/Summit,R,3-Jul-13
1 hrs. 43 min.,$28 million,"$28,795,985 ",Kick-Ass 2 ,Action Comedy,Universal,R,16-Aug-13
1 hrs. 44 min.,N/A,"$1,030,064 ",Kill Your Darlings ,Drama,Sony Classics,R,16-Oct-13
1 hrs. 30 min.,N/A,"$39,881 ",Killing Season ,Action,Millennium Ent.,R,12-Jul-13
1 hrs. 33 min.,N/A,"$1,315,590 ",The Kings of Summer ,Comedy,CBS Films,R,31-May-13
1 hrs. 36 min.,N/A,"$14,752 ",Kiss of the Damned ,Drama,Magnolia,R,3-May-13
1 hrs. 38 min.,N/A,"$5,661 ",Knife Fight ,Drama,IFC,R,25-Jan-13
1 hrs. 35 min.,N/A,"$342,941 ",Koch ,Documentary,Zeitgeist,Unrated,1-Feb-13
1 hrs. 28 min.,$5 million,"$15,179,302 ",The Last Exorcism Part II ,Horror,CBS Films,PG-13,1-Mar-13
1 hrs. 34 min.,N/A,"$288,545 ",The Last of Robin Hood ,Drama,Samuel Goldwyn,R,29-Aug-14
1 hrs. 47 min.,$45 million,"$12,050,299 ",The Last Stand ,Action,Lionsgate,R,18-Jan-13
1 hrs. 30 min.,$28 million,"$63,914,167 ",Last Vegas ,Comedy,CBS Films,PG-13,1-Nov-13
1 hrs. 34 min.,N/A,"$27,053 ",Last Weekend ,Comedy,IFC,Unrated,29-Aug-14
1 hrs. 35 min.,N/A,"$64,489 ",Let the Fire Burn ,Documentary,Zeitgeist,Unrated,2-Oct-13
1 hrs. 34 min.,N/A,"$265,452 ",Life of Crime ,Comedy,Roadside Attractions,R,29-Aug-14
2 hrs. 29 min.,$215 million,"$89,302,115 ",The Lone Ranger ,Western,Buena Vista,PG-13,3-Jul-13
1 hrs. 40 min.,$1.5 million,"$1,165,882 ",The Lords of Salem ,Horror,Anchor Bay Films,R,19-Apr-13
1 hrs. 32 min.,N/A,"$356,582 ",Lovelace ,Drama,Radius-TWC,R,9-Aug-13
2 hrs. 1 min.,$40 million,"$125,095,601 ",Lone Survivor ,Action Drama,Universal,R,25-Dec-13
1 hrs. 36 min.,N/A,"$48,421 ",Lucky Them ,Romantic Comedy,IFC,R,30-May-14
1 hrs. 35 min.,N/A,"$156,996 ",LUV ,Drama,Indomina Media,R,18-Jan-13
1 hrs. 47 min.,N/A,"$8,008,161 ",Machete Kills ,Action,Open Road Films,R,11-Oct-13
2 hrs. 23 min.,$225 million,"$291,045,518 ",Man of Steel ,Action / Adventure,Warner Bros.,PG-13,14-Jun-13
1 hrs. 46 min.,N/A,"$1,935,539 ",Masterminds ,Family Adventure,Sony / Columbia,PG-13,22-Aug-97
1 hrs. 36 min.,N/A,"$2,572 ",McCanick ,Drama,Well Go USA,R,21-Mar-14
1 hrs. 33 min.,$18 million,"$3,419,967 ",Metallica Through the Never ,Drama,Picturehouse (II),R,27-Sep-13
1 hrs. 47 min.,N/A,"$268,492,764 ",Monsters University ,Animation,Buena Vista,G,21-Jun-13
2 hrs. 0 min.,$60 million,"$31,165,421 ",The Mortal Instruments: City of Bones ,Fantasy Drama,Sony / Screen Gems,PG-13,21-Aug-13
1 hrs. 37 min.,$6 million,"$8,840,453 ",Movie 43 ,Comedy,Relativity,R,25-Jan-13
1 hrs. 50 min.,$11 million,"$22,549,338 ",Much Ado About Nothing ,Period Comedy,Samuel Goldwyn,PG-13,7-May-93
2 hrs. 10 min.,N/A,"$21,590,086 ",Mud ,Drama,Roadside Attractions,PG-13,26-Apr-13
1 hrs. 50 min.,$12 million,"$17,654,912 ",Nebraska ,Comedy / Drama,Paramount,R,15-Nov-13
1 hrs. 25 min.,N/A,"$74,918 ",No One Lives ,Horror,Anchor Bay Films,R,10-May-13
1 hrs. 56 min.,$75 million,"$117,723,989 ",Now You See Me ,Thriller,Lionsgate/Summit,PG-13,31-May-13
2 hrs. 5 min.,$120 million,"$89,107,235 ",Oblivion ,Sci-Fi Adventure,Universal,PG-13,19-Apr-13
N/A,N/A,"$1,463 ",Officer Down ,Crime Drama,Anchor Bay Films,R,18-Jan-13
1 hrs. 59 min.,N/A,"$707,481 ",Oldboy ,Foreign,Tartan,R,25-Mar-05
2 hrs. 0 min.,$70 million,"$98,925,640 ",Olympus Has Fallen ,Thriller,FilmDistrict,R,22-Mar-13
1 hrs. 46 min.,$22 million,"$11,330,849 ",Out of the Furnace ,Thriller,Relativity,R,4-Dec-13
2 hrs. 11 min.,$190 million,"$101,802,906 ",Pacific Rim ,Sci-Fi Action,Warner Bros.,PG-13,12-Jul-13
1 hrs. 48 min.,N/A,"$10,647,219 ",The Package ,Thriller,Orion Pictures,R,25-Aug-89
1 hrs. 40 min.,N/A,"$5,588,800 ",Paradise ,Romance,Embassy,R,7-May-82
1 hrs. 55 min.,$35 million,"$7,385,015 ",Paranoia ,Thriller,Relativity,PG-13,16-Aug-13
1 hrs. 54 min.,N/A,"$8,845 ",The Pardon ,Crime Drama,"Monterey Media, Inc.",PG-13,26-Jun-15
1 hrs. 58 min.,$35 million,"$17,616,641 ",Parker ,Action / Crime,FilmDistrict,R,25-Jan-13
1 hrs. 33 min.,N/A,"$653,651 ",Parkland ,Drama,Exclusive Media,PG-13,4-Oct-13
1 hrs. 28 min.,N/A,"$4,141 ",Pawn ,Crime Thriller,Anchor Bay Films,R,19-Apr-13
1 hrs. 52 min.,N/A,"$8,088 ",Pawn Shop Chronicles ,Action Comedy,Anchor Bay Films,R,12-Jul-13
1 hrs. 46 min.,$90 million,"$68,559,554 ",Percy Jackson: Sea of Monsters ,Fantasy,Fox,PG,7-Aug-13
1 hrs. 35 min.,$12 million,"$37,709,979 ",Philomena ,Drama,Weinstein Company,PG-13,22-Nov-13
2 hrs. 20 min.,$15 million,"$21,403,519 ",The Place Beyond the Pines ,Drama,Focus Features,R,29-Mar-13
1 hrs. 32 min.,$50 million,"$90,288,712 ",Planes ,Animation,Buena Vista,PG,9-Aug-13
1 hrs. 39 min.,N/A,"$3,080 ",Plush ,Drama / Thriller,IM Global/Blumhouse,R,13-Sep-13
