Title,Runtime,Production Budget,Domestic Total Gross,Genre,Distributor,MPAA Rating,Release Date,
Venom (1982),1 hrs. 32 min.,N/A,"$5,229,643 ",Unknown,Paramount,R,29-Jan-82,
The In Crowd (2000),1 hrs. 45 min.,$24 million,"$5,280,035 ",Thriller,Warner Bros.,PG-13,21-Jul-00,
The Skeleton Twins (2014),1 hrs. 33 min.,N/A,"$5,284,309 ",Drama,Roadside Attractions,R,12-Sep-14,
Cannery Row (1982),1 hrs. 55 min.,N/A,"$5,301,539 ",Unknown,MGM,PG,12-Feb-82,
Monkey Shines (1988),1 hrs. 54 min.,N/A,"$5,344,577 ",Sci-Fi Horror,Orion Pictures,R,29-Jul-88,
Creator (1985),1 hrs. 47 min.,N/A,"$5,349,607 ",Romantic Comedy,Universal,R,20-Sep-85,
Lifeguard (1976),1 hrs. 36 min.,N/A,"$5,424,178 ",Drama,Paramount,PG,20-Feb-76,
Troll (1986),1 hrs. 22 min.,N/A,"$5,450,815 ",Unknown,Empire Pictures,PG-13,17-Jan-86,
Eve of Destruction (1991),1 hrs. 40 min.,$13 million,"$5,451,119 ",Sci-Fi Action,Orion Pictures,R,18-Jan-91,
Shine a Light (2008),2 hrs. 2 min.,N/A,"$5,505,267 ",Documentary,Paramount Vantage,PG-13,4-Apr-08,
Wind (1992),2 hrs. 6 min.,N/A,"$5,519,569 ",Sports Drama,TriStar,PG-13,11-Sep-92,
Loose Cannons (1990),1 hrs. 34 min.,N/A,"$5,585,154 ",Action Comedy,TriStar,R,9-Feb-90,
Swing Kids (1993),1 hrs. 54 min.,N/A,"$5,632,086 ",War Drama,Buena Vista,PG-13,5-Mar-93,
Danny Collins (2015),1 hrs. 46 min.,$10 million,"$5,637,066 ",Comedy / Drama,Bleecker Street,R,20-Mar-15,
Where the Money Is (2000),1 hrs. 29 min.,$28 million,"$5,661,798 ",Crime Comedy,USA Films,PG-13,14-Apr-00,
The Warrior's Way (2010),1 hrs. 40 min.,$42 million,"$5,666,340 ",Western,Relativity,R,3-Dec-10,
Eight Men Out (1988),1 hrs. 59 min.,N/A,"$5,680,515 ",Sports Drama,Orion Pictures,PG,2-Sep-88,
Cold Comfort Farm (1996),1 hrs. 45 min.,N/A,"$5,682,429 ",Period Comedy,Gramercy,PG,10-May-96,
El Crimen del Padre Amaro (2002),2 hrs. 0 min.,N/A,"$5,717,044 ",Foreign,IDP,R,15-Nov-02,
Sheena (1984),1 hrs. 57 min.,N/A,"$5,778,353 ",Action / Adventure,Columbia,PG,17-Aug-84,
Pretty Baby (1978),1 hrs. 49 min.,N/A,"$5,786,368 ",Unknown,Paramount,R,5-Apr-78,
Cyrano de Bergerac (1990),2 hrs. 15 min.,N/A,"$5,820,020 ",Foreign,Orion Classics,PG,16-Nov-90,
The Last American Virgin (1982),1 hrs. 33 min.,N/A,"$5,829,781 ",Comedy,Cannon Films,R,6-Aug-82,
The Hitcher (1986),1 hrs. 38 min.,N/A,"$5,844,868 ",Unknown,TriStar,R,21-Feb-86,
The Bling Ring (2013),1 hrs. 30 min.,N/A,"$5,845,732 ",Crime,A24,R,14-Jun-13,
Transformers: The Movie (1986),1 hrs. 24 min.,N/A,"$5,849,647 ",Animation,DEG,PG,8-Aug-86,
Real Women Have Curves (2002),1 hrs. 33 min.,N/A,"$5,853,194 ",Comedy / Drama,Newmarket,PG-13,18-Oct-02,
Palmetto (1998),1 hrs. 54 min.,N/A,"$5,878,911 ",Crime Thriller,Sony / Columbia,R,20-Feb-98,
Feel the Noise (2007),1 hrs. 26 min.,N/A,"$5,898,393 ",Music Drama,Sony BMG,PG-13,5-Oct-07,
Gang Related (1997),1 hrs. 49 min.,N/A,"$5,906,773 ",Crime Drama,MGM,R,10-Oct-97,
Immediate Family (1989),1 hrs. 39 min.,N/A,"$5,932,613 ",Unknown,Columbia,PG-13,27-Oct-89,
Still of the Night (1982),1 hrs. 31 min.,N/A,"$5,979,947 ",Unknown,MGM,PG,19-Nov-82,
Chasing Mavericks (2012),1 hrs. 51 min.,$20 million,"$6,002,756 ",Sports Drama,Fox,PG,26-Oct-12,
The Diving Bell and the Butterfly (2007),1 hrs. 52 min.,N/A,"$6,003,227 ",Drama,Miramax,PG-13,30-Nov-07,
The Cemetary Club (1993),1 hrs. 47 min.,N/A,"$6,011,745 ",Comedy,Buena Vista,PG-13,5-Feb-93,
A Fine Mess (1986),1 hrs. 30 min.,N/A,"$6,029,824 ",Unknown,Columbia,PG,8-Aug-86,
Deuces Wild (2002),1 hrs. 37 min.,N/A,"$6,080,065 ",Crime Drama,MGM,R,3-May-02,
Grandma's Boy (2006),1 hrs. 36 min.,N/A,"$6,090,172 ",Comedy,Fox,R,6-Jan-06,
Sea Rex 3D: Journey to a Prehistoric World (2010),N/A,$5 million,"$6,096,582 ",IMAX,3D Entertainment,Unrated,28-May-10,
Americathon (1979),1 hrs. 26 min.,N/A,"$6,171,763 ",Unknown,MGM,PG,10-Aug-79,
The Straight Story (1999),1 hrs. 51 min.,N/A,"$6,203,044 ",Drama,Buena Vista,G,15-Oct-99,
Music Box (1989),2 hrs. 6 min.,N/A,"$6,263,883 ",Unknown,TriStar,PG-13,22-Dec-89,
Rambling Rose (1991),1 hrs. 52 min.,$7.5 million,"$6,266,621 ",Period Drama,New Line,R,20-Sep-91,
One Night at McCool's (2001),1 hrs. 33 min.,$18 million,"$6,290,673 ",Crime Comedy,USA Films,R,27-Apr-01,
Little Miss Marker (1980),1 hrs. 43 min.,N/A,"$6,321,392 ",Unknown,Universal,PG,21-Mar-80,
Affliction (1998),1 hrs. 55 min.,$6 million,"$6,330,054 ",Drama,Lions Gate,R,30-Dec-98,
Hyde Park on Hudson (2012),1 hrs. 34 min.,N/A,"$6,376,145 ",Drama,Focus Features,R,7-Dec-12,
My Own Private Idaho (1991),1 hrs. 42 min.,N/A,"$6,401,336 ",Drama,Fine Line,R,27-Sep-91,
Defenseless (1991),1 hrs. 46 min.,N/A,"$6,413,375 ",Thriller,New Line,R,23-Aug-91,
Brideshead Revisited (2008),2 hrs. 13 min.,N/A,"$6,432,256 ",Period Drama,Miramax,PG-13,25-Jul-08,
The Last Unicorn (1982),1 hrs. 33 min.,N/A,"$6,455,330 ",Animation,Jensen Farley,G,19-Nov-82,
The Real McCoy (1993),1 hrs. 46 min.,N/A,"$6,484,246 ",Crime Comedy,Universal,PG-13,10-Sep-93,
Flashback (1990),1 hrs. 48 min.,N/A,"$6,488,114 ",Action Comedy,Paramount,R,2-Feb-90,
The Young Messiah (2016),1 hrs. 51 min.,N/A,"$6,490,401 ",Historical Drama,Focus Features,PG-13,11-Mar-16,
Warriors of Virtue (1997),1 hrs. 43 min.,N/A,"$6,524,620 ",Family Adventure,MGM,PG,2-May-97,
Winter's Bone (2010),1 hrs. 40 min.,$2 million,"$6,531,503 ",Drama,Roadside Attractions,R,11-Jun-10,
Curse of the Golden Flower (2006),1 hrs. 54 min.,N/A,"$6,566,773 ",Foreign,Sony Classics,R,21-Dec-06,
The Grandmaster (2013),2 hrs. 10 min.,N/A,"$6,594,959 ",Foreign / Action,Weinstein Company,PG-13,23-Aug-13,
The Hunted (1995) (1995),1 hrs. 51 min.,N/A,"$6,609,661 ",Action,Universal,R,24-Feb-95,
The Gong Show Movie (1980),1 hrs. 29 min.,N/A,"$6,621,520 ",Unknown,Universal,R,23-May-80,
Femme Fatale (2002),1 hrs. 55 min.,N/A,"$6,630,252 ",Crime Thriller,Warner Bros.,R,6-Nov-02,
Fresh Horses (1988),1 hrs. 42 min.,N/A,"$6,640,346 ",Unknown,Columbia,PG-13,18-Nov-88,
Forced Vengeance (1982),1 hrs. 30 min.,N/A,"$6,660,333 ",Action,MGM,R,30-Jul-82,
City Island (2010),1 hrs. 40 min.,$6 million,"$6,671,036 ",Comedy,Anchor Bay Films,PG-13,19-Mar-10,
American History X (1998),2 hrs. 7 min.,$20 million,"$6,719,864 ",Crime Drama,New Line,R,30-Oct-98,
Me and Earl and the Dying Girl (2015),1 hrs. 44 min.,$8 million,"$6,758,416 ",Drama,Fox Searchlight,PG-13,12-Jun-15,
Trick or Treat (1986),1 hrs. 33 min.,N/A,"$6,797,218 ",Unknown,DEG,R,24-Oct-86,
The Pope of Greenwich Village (1984),2 hrs. 0 min.,N/A,"$6,836,201 ",Unknown,MGM,R,22-Jun-84,
Romantic Comedy (1983),1 hrs. 42 min.,N/A,"$6,857,733 ",Unknown,MGM,PG,7-Oct-83,
Never Talk to Strangers (1995),1 hrs. 26 min.,N/A,"$6,858,261 ",Romantic Thriller,Sony / Columbia,R,20-Oct-95,
Death Wish 4: The Crackdown (1987),1 hrs. 39 min.,N/A,"$6,880,310 ",Unknown,Cannon Films,R,6-Nov-87,
Thunderbirds (2004),1 hrs. 35 min.,$57 million,"$6,880,917 ",Family Adventure,Universal,PG,30-Jul-04,
Birth of the Dragon (2017),1 hrs. 43 min.,N/A,"$6,901,965 ",Action,BH Tilt,PG-13,25-Aug-17,
Almost an Angel (1990),1 hrs. 36 min.,N/A,"$6,939,946 ",Comedy,Paramount,PG,22-Dec-90,
Sexy Beast (2001),1 hrs. 29 min.,N/A,"$6,946,056 ",Crime,Fox Searchlight,R,15-Jun-01,
Trial by Jury (1994),1 hrs. 47 min.,N/A,"$6,971,777 ",Thriller,Warner Bros.,R,9-Sep-94,
Hiding Out (1987),1 hrs. 35 min.,N/A,"$7,019,441 ",Unknown,DEG,PG-13,6-Nov-87,
Running with Scissors (2006),2 hrs. 0 min.,N/A,"$7,022,827 ",Comedy / Drama,Sony / Columbia,R,20-Oct-06,
Last of the Dogmen (1995),1 hrs. 58 min.,N/A,"$7,024,389 ",Action Drama,Savoy,PG,8-Sep-95,
Three Wishes (1995),1 hrs. 55 min.,N/A,"$7,027,517 ",Fantasy Drama,Savoy,PG,27-Oct-95,
Silence (2016) (2016),2 hrs. 39 min.,N/A,"$7,100,177 ",Drama,Paramount,R,23-Dec-16,
Beatriz At Dinner (2017),1 hrs. 17 min.,N/A,"$7,115,854 ",Comedy,Roadside Attractions,R,9-Jun-17,
American Dreamz (2006),1 hrs. 47 min.,$17 million,"$7,191,830 ",Comedy,Universal,PG-13,21-Apr-06,
Transylvania 6-5000 (1985),1 hrs. 34 min.,N/A,"$7,196,872 ",Unknown,New World,PG,8-Nov-85,
The Big Year (2011),1 hrs. 40 min.,$41 million,"$7,204,138 ",Comedy,Fox,PG,14-Oct-11,
All the King's Men (2006),2 hrs. 21 min.,$55 million,"$7,221,458 ",Drama,Sony / Columbia,PG-13,22-Sep-06,
Gold (2017),2 hrs. 1 min.,N/A,"$7,227,038 ",Adventure,Weinstein Company,R,27-Jan-17,
Force 10 From Navarone (1978),1 hrs. 58 min.,N/A,"$7,230,000 ",Unknown,American International Pictures,PG,22-Dec-78,
Johnny Handsome (1989),1 hrs. 36 min.,N/A,"$7,237,794 ",Unknown,TriStar,R,29-Sep-89,
Big Trouble (2002),1 hrs. 25 min.,$40 million,"$7,267,307 ",Comedy,Buena Vista,PG-13,5-Apr-02,
Outside Providence (1999),1 hrs. 36 min.,$7 million,"$7,302,522 ",Comedy,Miramax,R,1-Sep-99,
Babies (2010),1 hrs. 19 min.,N/A,"$7,320,323 ",Documentary,Focus Features,PG,7-May-10,
Iceman (1984),1 hrs. 41 min.,N/A,"$7,343,032 ",Unknown,Universal,PG,13-Apr-84,
The Squid and the Whale (2005),1 hrs. 21 min.,$1.5 million,"$7,372,734 ",Comedy / Drama,IDP,R,5-Oct-05,
Kids (1995),1 hrs. 31 min.,$1.5 million,"$7,412,216 ",Drama,Miramax,Unrated,21-Jul-95,
Harley Davidson and the Marlboro Man (1991),1 hrs. 38 min.,$23 million,"$7,434,726 ",Action Comedy,MGM,R,23-Aug-91,
Goin' South (1978),1 hrs. 45 min.,N/A,"$7,435,671 ",Western,Paramount,PG,6-Oct-78,
How to Become a Detective (1980),N/A,N/A,"$7,500,000 ",Unknown,Filmways,Unrated,1-Jun-80,
The Sugarland Express (1974),1 hrs. 50 min.,N/A,"$7,500,000 ",Crime Drama,Universal,PG,31-Mar-74,
Martian Child (2007),1 hrs. 48 min.,N/A,"$7,500,310 ",Drama,New Line,PG,2-Nov-07,
Nothing Like the Holidays (2008),1 hrs. 39 min.,N/A,"$7,503,736 ",Comedy,Overture Films,PG-13,12-Dec-08,
The Man Who Wasn't There (2001),1 hrs. 56 min.,N/A,"$7,504,257 ",Crime,USA Films,R,2-Nov-01,
Damage (1992),1 hrs. 52 min.,N/A,"$7,532,911 ",Drama,New Line,R,25-Dec-92,
Over Her Dead Body (2008),1 hrs. 35 min.,N/A,"$7,563,670 ",Fantasy Comedy,New Line,PG-13,1-Feb-08,
City of God (2003),2 hrs. 11 min.,N/A,"$7,564,459 ",Foreign,Miramax,R,17-Jan-03,
The Girl Who Played with Fire (2010),2 hrs. 9 min.,N/A,"$7,638,241 ",Thriller,Music Box Films,R,9-Jul-10,
He-Man and She-Ra in The Secret of the Sword (1985),3 hrs. 15 min.,N/A,"$7,660,857 ",Animation,Atlantic,G,22-Mar-85,
Sarah's Key (2011),1 hrs. 51 min.,N/A,"$7,693,187 ",Foreign,Weinstein Company,PG-13,22-Jul-11,
Mortdecai (2015),1 hrs. 46 min.,$60 million,"$7,696,134 ",Action Comedy,Lionsgate,R,23-Jan-15,
Mr. & Mrs. Bridge (1990),2 hrs. 5 min.,N/A,"$7,698,010 ",Period Drama,Miramax,PG-13,23-Nov-90,
The Collector (2009),1 hrs. 25 min.,N/A,"$7,712,114 ",Horror,Freestyle Releasing,R,31-Jul-09,
Tupac: Resurrection (2003),1 hrs. 55 min.,N/A,"$7,718,961 ",Documentary,Paramount,R,14-Nov-03,
Disorganized Crime (1989),1 hrs. 41 min.,N/A,"$7,723,506 ",Unknown,Buena Vista,R,14-Apr-89,
Dead Calm (1989),1 hrs. 36 min.,N/A,"$7,825,009 ",Unknown,Warner Bros.,R,7-Apr-89,
The Night Listener (2006),1 hrs. 30 min.,N/A,"$7,836,393 ",Thriller,Miramax,R,4-Aug-06,
The Chase (1994),1 hrs. 34 min.,N/A,"$7,924,955 ",Action Comedy,Fox,PG-13,4-Mar-94,
Blankman (1994),1 hrs. 36 min.,N/A,"$7,941,977 ",Fantasy Comedy,Columbia,PG-13,19-Aug-94,
Night Crossing (1982),1 hrs. 47 min.,N/A,"$8,000,000 ",Unknown,Buena Vista,PG,5-Feb-82,
The Meteor Man (1993),1 hrs. 40 min.,N/A,"$8,016,708 ",Fantasy Comedy,MGM,PG,6-Aug-93,
Aspen Extreme (1993),1 hrs. 58 min.,N/A,"$8,041,049 ",Sports Comedy,Buena Vista,PG-13,22-Jan-93,
Streets of Fire (1984),1 hrs. 33 min.,N/A,"$8,089,290 ",Unknown,Universal,PG,1-Jun-84,
Prince of the City (1981),2 hrs. 47 min.,N/A,"$8,124,257 ",Unknown,Warner Bros.,R,19-Aug-81,
Cheetah (1989),1 hrs. 23 min.,N/A,"$8,153,677 ",Unknown,Buena Vista,G,18-Aug-89,
Cadillac Records (2008),1 hrs. 48 min.,$12 million,"$8,195,551 ",Music Drama,Sony / Columbia,R,5-Dec-08,
Lucas (1986),1 hrs. 40 min.,N/A,"$8,200,000 ",Unknown,Fox,PG-13,28-Mar-86,
Blue Steel (1990),1 hrs. 44 min.,N/A,"$8,217,997 ",Thriller,MGM,R,16-Mar-90,
All About My Mother (1999),1 hrs. 41 min.,N/A,"$8,272,296 ",Foreign,Sony Classics,R,5-Nov-99,
Shadow of the Vampire (2000),1 hrs. 33 min.,N/A,"$8,293,784 ",Horror Comedy,Lions Gate,R,29-Dec-00,
Larger Than Life (1996),1 hrs. 33 min.,N/A,"$8,315,693 ",Family Comedy,MGM,PG,1-Nov-96,
Lipstick (1976),1 hrs. 29 min.,N/A,"$8,328,666 ",Drama / Thriller,Paramount,R,2-Apr-76,
Return to Paradise (1998),1 hrs. 52 min.,N/A,"$8,341,087 ",Drama / Thriller,PolyGram,R,14-Aug-98,
A Simple Wish (1997),1 hrs. 30 min.,N/A,"$8,345,056 ",Family Comedy,Universal,PG,11-Jul-97,
My Life as a Dog (1987),1 hrs. 41 min.,N/A,"$8,345,266 ",Foreign,Skouras,Unrated,1-May-87,
Something Wild (1986),1 hrs. 52 min.,N/A,"$8,362,969 ",Comedy,Orion Pictures,R,7-Nov-86,
Play It to the Bone (1999),2 hrs. 5 min.,$24 million,"$8,434,146 ",Sports Comedy,Buena Vista,R,25-Dec-99,
Nothing But Trouble (1991),1 hrs. 33 min.,$40 million,"$8,479,793 ",Comedy,Warner Bros.,PG-13,15-Feb-91,
Troop Beverly Hills (1989),1 hrs. 40 min.,N/A,"$8,508,843 ",Unknown,Columbia,PG,24-Mar-89,
The Care Bears Movie 2 (1986),1 hrs. 17 min.,N/A,"$8,540,346 ",Animation,Columbia,G,7-Mar-86,
The Rich Man's Wife (1996),1 hrs. 35 min.,N/A,"$8,543,587 ",Thriller,Buena Vista,R,13-Sep-96,
Before and After (1996),1 hrs. 48 min.,N/A,"$8,797,839 ",Drama,Buena Vista,PG-13,23-Feb-96,
Body Double (1984),1 hrs. 49 min.,N/A,"$8,801,940 ",Unknown,Columbia,R,26-Oct-84,
White Fang II: Myth of the White Wolf (1994),1 hrs. 46 min.,N/A,"$8,878,839 ",Family Adventure,Buena Vista,PG,15-Apr-94,
"Mystery, Alaska (1999)",1 hrs. 59 min.,$28 million,"$8,891,623 ",Sports Comedy,Buena Vista,R,1-Oct-99,
The Formula (1980),1 hrs. 57 min.,N/A,"$8,894,289 ",Unknown,MGM,R,19-Dec-80,
White Sands (1992),1 hrs. 41 min.,N/A,"$9,011,574 ",Crime Thriller,Warner Bros.,R,24-Apr-92,
Un Gallo con Muchos Huevos (2015),1 hrs. 38 min.,$5.3 million,"$9,080,818 ",Animation,Lionsgate,PG-13,4-Sep-15,
The Four Horsemen of the Apocalypse (1921),2 hrs. 14 min.,"$800,000 ","$9,183,673 ",War Drama,Metro Pictures Corporation,Unrated,6-Mar-21,
Everybody's Fine (2009),1 hrs. 35 min.,$21 million,"$9,208,876 ",Comedy,Miramax,PG-13,4-Dec-09,
A Serious Man (2009),1 hrs. 45 min.,N/A,"$9,228,768 ",Comedy,Focus Features,R,2-Oct-09,
Mrs. Brown (1997),1 hrs. 43 min.,N/A,"$9,229,808 ",Period Drama,Miramax,PG,18-Jul-97,
Dark Blue (2003),1 hrs. 53 min.,$15 million,"$9,250,301 ",Action / Crime,United Artists,R,21-Feb-03,
Hardcore Henry (2016),1 hrs. 35 min.,N/A,"$9,252,038 ",Action Thriller,STX Entertainment,R,8-Apr-16,
Celtic Pride (1996),1 hrs. 30 min.,N/A,"$9,255,027 ",Sports Comedy,Buena Vista,PG-13,19-Apr-96,
Fierce Creatures (1997),1 hrs. 34 min.,N/A,"$9,381,260 ",Comedy,Universal,PG-13,24-Jan-97,
Once (2007),1 hrs. 25 min.,"$150,000 ","$9,439,923 ",Music Drama,Fox Searchlight,R,16-May-07,
The Red Violin (1998),2 hrs. 10 min.,$18 million,"$9,495,408 ",Drama,Lions Gate,R,6-Nov-98,
Death Sentence (2007),1 hrs. 50 min.,N/A,"$9,534,258 ",Action Thriller,Fox,R,31-Aug-07,
Fair Game (2010) (2010),1 hrs. 48 min.,$22 million,"$9,540,691 ",Action Thriller,Summit Entertainment,PG-13,5-Nov-10,
Carbon Copy (1981),1 hrs. 31 min.,N/A,"$9,566,593 ",Unknown,Embassy,PG,25-Sep-81,
Wrongfully Accused (1998),1 hrs. 26 min.,N/A,"$9,623,329 ",Comedy,Warner Bros.,PG-13,21-Aug-98,
Country (1984),1 hrs. 50 min.,N/A,"$9,640,000 ",Unknown,Buena Vista,PG,28-Sep-84,
I Don't Know How She Does It (2011),1 hrs. 35 min.,$24 million,"$9,662,284 ",Comedy,Weinstein Company,PG-13,16-Sep-11,
The Hidden (1987),1 hrs. 38 min.,N/A,"$9,747,988 ",Unknown,New Line,R,30-Oct-87,
Hanky Panky (1982),1 hrs. 47 min.,N/A,"$9,823,934 ",Unknown,Columbia,PG,4-Jun-82,
Jade (1995),1 hrs. 34 min.,N/A,"$9,851,610 ",Thriller,Paramount,R,13-Oct-95,
What's Eating Gilbert Grape (1993),1 hrs. 58 min.,N/A,"$10,032,765 ",Comedy / Drama,Paramount,PG-13,17-Dec-93,
Lucky Numbers (2000),1 hrs. 45 min.,$63 million,"$10,042,516 ",Crime Comedy,Paramount,R,27-Oct-00,
Cry Wolf (2005),1 hrs. 30 min.,"$1,000,000 ","$10,047,674 ",Horror,Rogue Pictures,PG-13,16-Sep-05,
Marshall (2017),1 hrs. 58 min.,$12 million,"$10,051,659 ",Drama,Open Road Films,PG-13,13-Oct-17,
The Girl with the Dragon Tattoo (2010),2 hrs. 32 min.,$13 million,"$10,095,170 ",Thriller,Music Box Films,R,19-Mar-10,
The Wash (2001),1 hrs. 36 min.,$7 million,"$10,097,538 ",Comedy,Lions Gate,R,16-Nov-01,
Brokedown Palace (1999),1 hrs. 40 min.,$25 million,"$10,115,013 ",Drama / Thriller,Fox,PG-13,13-Aug-99,
Cyborg (1989),1 hrs. 26 min.,N/A,"$10,166,459 ",Sci-Fi Action,Cannon Films,R,7-Apr-89,
The Boondock Saints II: All Saints Day (2009),1 hrs. 58 min.,$8 million,"$10,273,188 ",Action / Crime,Apparition,R,30-Oct-09,
The Man with Two Brains (1983),1 hrs. 30 min.,N/A,"$10,353,438 ",Sci-Fi Comedy,Warner Bros.,R,3-Jun-83,
Deal of the Century (1983),1 hrs. 39 min.,N/A,"$10,369,581 ",Comedy,Warner Bros.,PG,4-Nov-83,
Doctor Detroit (1983),1 hrs. 31 min.,N/A,"$10,375,893 ",Comedy,Universal,R,6-May-83,
Live By Night (2016),2 hrs. 8 min.,N/A,"$10,378,555 ",Crime,Warner Bros.,R,25-Dec-16,
Roving Mars (IMAX) (2006),0 hrs. 40 min.,N/A,"$10,407,978 ",IMAX,Buena Vista,G,27-Jan-06,
Moms' Night Out (2014),1 hrs. 38 min.,$5 million,"$10,429,707 ",Comedy,TriStar,PG,9-May-14,
Interiors (1978),1 hrs. 33 min.,$10 million,"$10,432,366 ",Drama,United Artists,PG,2-Aug-78,
Thief of Hearts (1984),1 hrs. 39 min.,N/A,"$10,435,015 ",Unknown,Paramount,R,19-Oct-84,
A Rage in Harlem (1991),1 hrs. 48 min.,N/A,"$10,438,504 ",Crime Comedy,Miramax,R,3-May-91,
The Newton Boys (1998),1 hrs. 53 min.,N/A,"$10,452,012 ",Crime,Fox,PG-13,27-Mar-98,
Home Fries (1998),1 hrs. 33 min.,$35 million,"$10,459,961 ",Romantic Comedy,Warner Bros.,PG-13,27-Nov-98,
Here on Earth (2000),1 hrs. 36 min.,$15 million,"$10,522,168 ",Romance,Fox,PG-13,24-Mar-00,
Mad City (1997),1 hrs. 55 min.,$50 million,"$10,541,523 ",Drama / Thriller,Warner Bros.,PG-13,7-Nov-97,
Drop Dead Gorgeous (1999),1 hrs. 38 min.,$15 million,"$10,571,408 ",Comedy,New Line,PG-13,23-Jul-99,
Primeval (2007),1 hrs. 34 min.,N/A,"$10,597,734 ",Horror Thriller,Buena Vista,R,12-Jan-07,
Beautiful Girls (1996),1 hrs. 50 min.,N/A,"$10,597,759 ",Comedy / Drama,Miramax,R,9-Feb-96,
Play Misty for Me (1971),1 hrs. 45 min.,N/A,"$10,600,000 ",Thriller,Universal,R,12-Nov-71,
Broadway Danny Rose (1984),1 hrs. 24 min.,N/A,"$10,600,497 ",Unknown,Orion Pictures,PG,27-Jan-84,
After Hours (1985),1 hrs. 36 min.,N/A,"$10,609,321 ",Unknown,Warner Bros.,R,13-Sep-85,
The Dark Half (1993),2 hrs. 1 min.,N/A,"$10,611,160 ",Horror,Orion Pictures,R,23-Apr-93,
The Package (1989),1 hrs. 48 min.,N/A,"$10,647,219 ",Thriller,Orion Pictures,R,25-Aug-89,
Two If by Sea (1996),1 hrs. 36 min.,N/A,"$10,658,278 ",Romantic Comedy,Warner Bros.,R,12-Jan-96,
The Gunman (2015),1 hrs. 55 min.,$40 million,"$10,664,749 ",Thriller,Open Road Films,R,20-Mar-15,
Hercules (1983) (1983),1 hrs. 38 min.,N/A,"$10,676,194 ",Fantasy,MGM,PG,26-Aug-83,
Deconstructing Harry (1997),1 hrs. 33 min.,$20 million,"$10,686,841 ",Fantasy Comedy,Fine Line,R,12-Dec-97,
